Aya Text,Sura Number,Sura Name,Aya Number,Number of Ayat,Aya Words,Aya Word Count,Aya Letter Count,Aya Sequ Order,Order,Sura Name EN,Place,Note
هنالك الولية لله الحق هو خير ثوابا وخير عقبا,18,الكهف,44,110,"['هنالك', 'الولية', 'لله', 'الحق', 'هو', 'خير', 'ثوابا', 'وخير', 'عقبا']",9,44,2184,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
واضرب لهم مثل الحيوة الدنيا كماء أنزلنه من السماء فاختلط به نبات الأرض فأصبح هشيما تذروه الريح وكان الله على كل شىء مقتدرا,18,الكهف,45,110,"['واضرب', 'لهم', 'مثل', 'الحيوة', 'الدنيا', 'كماء', 'أنزلنه', 'من', 'السماء', 'فاختلط', 'به', 'نبات', 'الأرض', 'فأصبح', 'هشيما', 'تذروه', 'الريح', 'وكان', 'الله', 'على', 'كل', 'شىء', 'مقتدرا']",23,122,2185,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
المال والبنون زينة الحيوة الدنيا والبقيت الصلحت خير عند ربك ثوابا وخير أملا,18,الكهف,46,110,"['المال', 'والبنون', 'زينة', 'الحيوة', 'الدنيا', 'والبقيت', 'الصلحت', 'خير', 'عند', 'ربك', 'ثوابا', 'وخير', 'أملا']",13,75,2186,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
ويوم نسير الجبال وترى الأرض بارزة وحشرنهم فلم نغادر منهم أحدا,18,الكهف,47,110,"['ويوم', 'نسير', 'الجبال', 'وترى', 'الأرض', 'بارزة', 'وحشرنهم', 'فلم', 'نغادر', 'منهم', 'أحدا']",11,61,2187,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
وعرضوا على ربك صفا لقد جئتمونا كما خلقنكم أول مرة بل زعمتم ألن نجعل لكم موعدا,18,الكهف,48,110,"['وعرضوا', 'على', 'ربك', 'صفا', 'لقد', 'جئتمونا', 'كما', 'خلقنكم', 'أول', 'مرة', 'بل', 'زعمتم', 'ألن', 'نجعل', 'لكم', 'موعدا']",16,77,2188,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
ووضع الكتب فترى المجرمين مشفقين مما فيه ويقولون يويلتنا مال هذا الكتب لا يغادر صغيرة ولا كبيرة إلا أحصىها ووجدوا ما عملوا حاضرا ولا يظلم ربك أحدا,18,الكهف,49,110,"['ووضع', 'الكتب', 'فترى', 'المجرمين', 'مشفقين', 'مما', 'فيه', 'ويقولون', 'يويلتنا', 'مال', 'هذا', 'الكتب', 'لا', 'يغادر', 'صغيرة', 'ولا', 'كبيرة', 'إلا', 'أحصىها', 'ووجدوا', 'ما', 'عملوا', 'حاضرا', 'ولا', 'يظلم', 'ربك', 'أحدا']",27,145,2189,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
وإذ قلنا للملئكة اسجدوا لءادم فسجدوا إلا إبليس كان من الجن ففسق عن أمر ربه أفتتخذونه وذريته أولياء من دونى وهم لكم عدو بئس للظلمين بدلا,18,الكهف,50,110,"['وإذ', 'قلنا', 'للملئكة', 'اسجدوا', 'لءادم', 'فسجدوا', 'إلا', 'إبليس', 'كان', 'من', 'الجن', 'ففسق', 'عن', 'أمر', 'ربه', 'أفتتخذونه', 'وذريته', 'أولياء', 'من', 'دونى', 'وهم', 'لكم', 'عدو', 'بئس', 'للظلمين', 'بدلا']",26,135,2190,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
ما أشهدتهم خلق السموت والأرض ولا خلق أنفسهم وما كنت متخذ المضلين عضدا,18,الكهف,51,110,"['ما', 'أشهدتهم', 'خلق', 'السموت', 'والأرض', 'ولا', 'خلق', 'أنفسهم', 'وما', 'كنت', 'متخذ', 'المضلين', 'عضدا']",13,69,2191,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
ويوم يقول نادوا شركاءى الذين زعمتم فدعوهم فلم يستجيبوا لهم وجعلنا بينهم موبقا,18,الكهف,52,110,"['ويوم', 'يقول', 'نادوا', 'شركاءى', 'الذين', 'زعمتم', 'فدعوهم', 'فلم', 'يستجيبوا', 'لهم', 'وجعلنا', 'بينهم', 'موبقا']",13,77,2192,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
ورءا المجرمون النار فظنوا أنهم مواقعوها ولم يجدوا عنها مصرفا,18,الكهف,53,110,"['ورءا', 'المجرمون', 'النار', 'فظنوا', 'أنهم', 'مواقعوها', 'ولم', 'يجدوا', 'عنها', 'مصرفا']",10,60,2193,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
ولقد صرفنا فى هذا القرءان للناس من كل مثل وكان الإنسن أكثر شىء جدلا,18,الكهف,54,110,"['ولقد', 'صرفنا', 'فى', 'هذا', 'القرءان', 'للناس', 'من', 'كل', 'مثل', 'وكان', 'الإنسن', 'أكثر', 'شىء', 'جدلا']",14,67,2194,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
وما منع الناس أن يؤمنوا إذ جاءهم الهدى ويستغفروا ربهم إلا أن تأتيهم سنة الأولين أو يأتيهم العذاب قبلا,18,الكهف,55,110,"['وما', 'منع', 'الناس', 'أن', 'يؤمنوا', 'إذ', 'جاءهم', 'الهدى', 'ويستغفروا', 'ربهم', 'إلا', 'أن', 'تأتيهم', 'سنة', 'الأولين', 'أو', 'يأتيهم', 'العذاب', 'قبلا']",19,101,2195,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
وما نرسل المرسلين إلا مبشرين ومنذرين ويجدل الذين كفروا بالبطل ليدحضوا به الحق واتخذوا ءايتى وما أنذروا هزوا,18,الكهف,56,110,"['وما', 'نرسل', 'المرسلين', 'إلا', 'مبشرين', 'ومنذرين', 'ويجدل', 'الذين', 'كفروا', 'بالبطل', 'ليدحضوا', 'به', 'الحق', 'واتخذوا', 'ءايتى', 'وما', 'أنذروا', 'هزوا']",18,107,2196,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
ومن أظلم ممن ذكر بٔايت ربه فأعرض عنها ونسى ما قدمت يداه إنا جعلنا على قلوبهم أكنة أن يفقهوه وفى ءاذانهم وقرا وإن تدعهم إلى الهدى فلن يهتدوا إذا أبدا,18,الكهف,57,110,"['ومن', 'أظلم', 'ممن', 'ذكر', 'بٔايت', 'ربه', 'فأعرض', 'عنها', 'ونسى', 'ما', 'قدمت', 'يداه', 'إنا', 'جعلنا', 'على', 'قلوبهم', 'أكنة', 'أن', 'يفقهوه', 'وفى', 'ءاذانهم', 'وقرا', 'وإن', 'تدعهم', 'إلى', 'الهدى', 'فلن', 'يهتدوا', 'إذا', 'أبدا']",30,148,2197,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
وربك الغفور ذو الرحمة لو يؤاخذهم بما كسبوا لعجل لهم العذاب بل لهم موعد لن يجدوا من دونه موئلا,18,الكهف,58,110,"['وربك', 'الغفور', 'ذو', 'الرحمة', 'لو', 'يؤاخذهم', 'بما', 'كسبوا', 'لعجل', 'لهم', 'العذاب', 'بل', 'لهم', 'موعد', 'لن', 'يجدوا', 'من', 'دونه', 'موئلا']",19,93,2198,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
وتلك القرى أهلكنهم لما ظلموا وجعلنا لمهلكهم موعدا,18,الكهف,59,110,"['وتلك', 'القرى', 'أهلكنهم', 'لما', 'ظلموا', 'وجعلنا', 'لمهلكهم', 'موعدا']",8,49,2199,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
وإذ قال موسى لفتىه لا أبرح حتى أبلغ مجمع البحرين أو أمضى حقبا,18,الكهف,60,110,"['وإذ', 'قال', 'موسى', 'لفتىه', 'لا', 'أبرح', 'حتى', 'أبلغ', 'مجمع', 'البحرين', 'أو', 'أمضى', 'حقبا']",13,61,2200,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
فلما بلغا مجمع بينهما نسيا حوتهما فاتخذ سبيله فى البحر سربا,18,الكهف,61,110,"['فلما', 'بلغا', 'مجمع', 'بينهما', 'نسيا', 'حوتهما', 'فاتخذ', 'سبيله', 'فى', 'البحر', 'سربا']",11,59,2201,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
فلما جاوزا قال لفتىه ءاتنا غداءنا لقد لقينا من سفرنا هذا نصبا,18,الكهف,62,110,"['فلما', 'جاوزا', 'قال', 'لفتىه', 'ءاتنا', 'غداءنا', 'لقد', 'لقينا', 'من', 'سفرنا', 'هذا', 'نصبا']",12,61,2202,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
قال أرءيت إذ أوينا إلى الصخرة فإنى نسيت الحوت وما أنسىنيه إلا الشيطن أن أذكره واتخذ سبيله فى البحر عجبا,18,الكهف,63,110,"['قال', 'أرءيت', 'إذ', 'أوينا', 'إلى', 'الصخرة', 'فإنى', 'نسيت', 'الحوت', 'وما', 'أنسىنيه', 'إلا', 'الشيطن', 'أن', 'أذكره', 'واتخذ', 'سبيله', 'فى', 'البحر', 'عجبا']",20,103,2203,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
قال ذلك ما كنا نبغ فارتدا على ءاثارهما قصصا,18,الكهف,64,110,"['قال', 'ذلك', 'ما', 'كنا', 'نبغ', 'فارتدا', 'على', 'ءاثارهما', 'قصصا']",9,43,2204,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
فوجدا عبدا من عبادنا ءاتينه رحمة من عندنا وعلمنه من لدنا علما,18,الكهف,65,110,"['فوجدا', 'عبدا', 'من', 'عبادنا', 'ءاتينه', 'رحمة', 'من', 'عندنا', 'وعلمنه', 'من', 'لدنا', 'علما']",12,61,2205,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
قال له موسى هل أتبعك على أن تعلمن مما علمت رشدا,18,الكهف,66,110,"['قال', 'له', 'موسى', 'هل', 'أتبعك', 'على', 'أن', 'تعلمن', 'مما', 'علمت', 'رشدا']",11,47,2206,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
قال إنك لن تستطيع معى صبرا,18,الكهف,67,110,"['قال', 'إنك', 'لن', 'تستطيع', 'معى', 'صبرا']",6,26,2207,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
وكيف تصبر على ما لم تحط به خبرا,18,الكهف,68,110,"['وكيف', 'تصبر', 'على', 'ما', 'لم', 'تحط', 'به', 'خبرا']",8,31,2208,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
قال ستجدنى إن شاء الله صابرا ولا أعصى لك أمرا,18,الكهف,69,110,"['قال', 'ستجدنى', 'إن', 'شاء', 'الله', 'صابرا', 'ولا', 'أعصى', 'لك', 'أمرا']",10,45,2209,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
قال فإن اتبعتنى فلا تسٔلنى عن شىء حتى أحدث لك منه ذكرا,18,الكهف,70,110,"['قال', 'فإن', 'اتبعتنى', 'فلا', 'تسٔلنى', 'عن', 'شىء', 'حتى', 'أحدث', 'لك', 'منه', 'ذكرا']",12,54,2210,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
فانطلقا حتى إذا ركبا فى السفينة خرقها قال أخرقتها لتغرق أهلها لقد جئت شئا إمرا,18,الكهف,71,110,"['فانطلقا', 'حتى', 'إذا', 'ركبا', 'فى', 'السفينة', 'خرقها', 'قال', 'أخرقتها', 'لتغرق', 'أهلها', 'لقد', 'جئت', 'شئا', 'إمرا']",15,79,2211,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
قال ألم أقل إنك لن تستطيع معى صبرا,18,الكهف,72,110,"['قال', 'ألم', 'أقل', 'إنك', 'لن', 'تستطيع', 'معى', 'صبرا']",8,34,2212,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
قال لا تؤاخذنى بما نسيت ولا ترهقنى من أمرى عسرا,18,الكهف,73,110,"['قال', 'لا', 'تؤاخذنى', 'بما', 'نسيت', 'ولا', 'ترهقنى', 'من', 'أمرى', 'عسرا']",10,47,2213,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
فانطلقا حتى إذا لقيا غلما فقتله قال أقتلت نفسا زكية بغير نفس لقد جئت شئا نكرا,18,الكهف,74,110,"['فانطلقا', 'حتى', 'إذا', 'لقيا', 'غلما', 'فقتله', 'قال', 'أقتلت', 'نفسا', 'زكية', 'بغير', 'نفس', 'لقد', 'جئت', 'شئا', 'نكرا']",16,78,2214,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
قال ألم أقل لك إنك لن تستطيع معى صبرا,18,الكهف,75,110,"['قال', 'ألم', 'أقل', 'لك', 'إنك', 'لن', 'تستطيع', 'معى', 'صبرا']",9,37,2215,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
قال إن سألتك عن شىء بعدها فلا تصحبنى قد بلغت من لدنى عذرا,18,الكهف,76,110,"['قال', 'إن', 'سألتك', 'عن', 'شىء', 'بعدها', 'فلا', 'تصحبنى', 'قد', 'بلغت', 'من', 'لدنى', 'عذرا']",13,57,2216,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
فانطلقا حتى إذا أتيا أهل قرية استطعما أهلها فأبوا أن يضيفوهما فوجدا فيها جدارا يريد أن ينقض فأقامه قال لو شئت لتخذت عليه أجرا,18,الكهف,77,110,"['فانطلقا', 'حتى', 'إذا', 'أتيا', 'أهل', 'قرية', 'استطعما', 'أهلها', 'فأبوا', 'أن', 'يضيفوهما', 'فوجدا', 'فيها', 'جدارا', 'يريد', 'أن', 'ينقض', 'فأقامه', 'قال', 'لو', 'شئت', 'لتخذت', 'عليه', 'أجرا']",24,125,2217,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
قال هذا فراق بينى وبينك سأنبئك بتأويل ما لم تستطع عليه صبرا,18,الكهف,78,110,"['قال', 'هذا', 'فراق', 'بينى', 'وبينك', 'سأنبئك', 'بتأويل', 'ما', 'لم', 'تستطع', 'عليه', 'صبرا']",12,59,2218,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
أما السفينة فكانت لمسكين يعملون فى البحر فأردت أن أعيبها وكان وراءهم ملك يأخذ كل سفينة غصبا,18,الكهف,79,110,"['أما', 'السفينة', 'فكانت', 'لمسكين', 'يعملون', 'فى', 'البحر', 'فأردت', 'أن', 'أعيبها', 'وكان', 'وراءهم', 'ملك', 'يأخذ', 'كل', 'سفينة', 'غصبا']",17,91,2219,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
وأما الغلم فكان أبواه مؤمنين فخشينا أن يرهقهما طغينا وكفرا,18,الكهف,80,110,"['وأما', 'الغلم', 'فكان', 'أبواه', 'مؤمنين', 'فخشينا', 'أن', 'يرهقهما', 'طغينا', 'وكفرا']",10,58,2220,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
فأردنا أن يبدلهما ربهما خيرا منه زكوة وأقرب رحما,18,الكهف,81,110,"['فأردنا', 'أن', 'يبدلهما', 'ربهما', 'خيرا', 'منه', 'زكوة', 'وأقرب', 'رحما']",9,48,2221,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
وأما الجدار فكان لغلمين يتيمين فى المدينة وكان تحته كنز لهما وكان أبوهما صلحا فأراد ربك أن يبلغا أشدهما ويستخرجا كنزهما رحمة من ربك وما فعلته عن أمرى ذلك تأويل ما لم تسطع عليه صبرا,18,الكهف,82,110,"['وأما', 'الجدار', 'فكان', 'لغلمين', 'يتيمين', 'فى', 'المدينة', 'وكان', 'تحته', 'كنز', 'لهما', 'وكان', 'أبوهما', 'صلحا', 'فأراد', 'ربك', 'أن', 'يبلغا', 'أشدهما', 'ويستخرجا', 'كنزهما', 'رحمة', 'من', 'ربك', 'وما', 'فعلته', 'عن', 'أمرى', 'ذلك', 'تأويل', 'ما', 'لم', 'تسطع', 'عليه', 'صبرا']",35,180,2222,69,Al-Kahf,Mecca,"Except 28, 83-101, from Medina"
ويسٔلونك عن ذى القرنين قل سأتلوا عليكم منه ذكرا,18,الكهف,83,110,"['ويسٔلونك', 'عن', 'ذى', 'القرنين', 'قل', 'سأتلوا', 'عليكم', 'منه', 'ذكرا']",9,47,2223,69,Al-Kahf,Medina,"Except 28, 83-101, from Medina"
إنا مكنا له فى الأرض وءاتينه من كل شىء سببا,18,الكهف,84,110,"['إنا', 'مكنا', 'له', 'فى', 'الأرض', 'وءاتينه', 'من', 'كل', 'شىء', 'سببا']",10,43,2224,69,Al-Kahf,Medina,"Except 28, 83-101, from Medina"
فأتبع سببا,18,الكهف,85,110,"['فأتبع', 'سببا']",2,10,2225,69,Al-Kahf,Medina,"Except 28, 83-101, from Medina"
حتى إذا بلغ مغرب الشمس وجدها تغرب فى عين حمئة ووجد عندها قوما قلنا يذا القرنين إما أن تعذب وإما أن تتخذ فيهم حسنا,18,الكهف,86,110,"['حتى', 'إذا', 'بلغ', 'مغرب', 'الشمس', 'وجدها', 'تغرب', 'فى', 'عين', 'حمئة', 'ووجد', 'عندها', 'قوما', 'قلنا', 'يذا', 'القرنين', 'إما', 'أن', 'تعذب', 'وإما', 'أن', 'تتخذ', 'فيهم', 'حسنا']",24,113,2226,69,Al-Kahf,Medina,"Except 28, 83-101, from Medina"
قال أما من ظلم فسوف نعذبه ثم يرد إلى ربه فيعذبه عذابا نكرا,18,الكهف,87,110,"['قال', 'أما', 'من', 'ظلم', 'فسوف', 'نعذبه', 'ثم', 'يرد', 'إلى', 'ربه', 'فيعذبه', 'عذابا', 'نكرا']",13,58,2227,69,Al-Kahf,Medina,"Except 28, 83-101, from Medina"
وأما من ءامن وعمل صلحا فله جزاء الحسنى وسنقول له من أمرنا يسرا,18,الكهف,88,110,"['وأما', 'من', 'ءامن', 'وعمل', 'صلحا', 'فله', 'جزاء', 'الحسنى', 'وسنقول', 'له', 'من', 'أمرنا', 'يسرا']",13,62,2228,69,Al-Kahf,Medina,"Except 28, 83-101, from Medina"
